Date,Filetype,tsnr,SAR,AcquisitionTime,TxRefAmp,SoftwareVersions,CSV,RepetitionTime,Shim1,Shim2,Shim3,Shim4,Shim5,Shim6,Shim7,Shim8,IOPD1,IOPD2,IOPD3,IOPD4,IOPD5,IOPD6
20171010,task-rest_acq-p2Xs4X35mm_bold.json,266.7862548828125,0.0208494,44061,231.983,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7697,-7507,286,-39,-180,-58,41,0.983209,0.182003,0.0132504,-0.177262,0.935299,0.306258
20171016,task-rest_acq-p2_bold.json,237.71852111816406,0.0555404,35086,229.398,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4142,-7689,-7515,291,-70,-162,-45,66,0.986083,-0.16622,0.00341944,0.157415,0.940071,0.302469
20171016,task-rest_acq-p2Xs4X35mm_bold.json,259.5410461425781,0.0208848,35501,229.398,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4142,-7690,-7514,285,-71,-165,-43,64,0.986083,-0.16622,0.00341944,0.157415,0.940071,0.302469
20171023,task-rest_acq-p2_bold.json,210.52886962890625,0.0556563,35387,229.6,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4151,-7708,-7512,264,-52,-227,5,97,0.98215,-0.187892,-0.0088227,0.179727,0.923563,0.338718
20171023,task-rest_acq-p2Xs4X35mm_bold.json,268.9937744140625,0.0209284,35802,229.6,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4151,-7709,-7512,270,-50,-230,7,95,0.98215,-0.187892,-0.0088227,0.179727,0.923563,0.338718
Date,Filetype,tsnr,SAR,AcquisitionTime,TxRefAmp,SoftwareVersions,CSV,RepetitionTime,Shim1,Shim2,Shim3,Shim4,Shim5,Shim6,Shim7,Shim8,IOPD1,IOPD2,IOPD3,IOPD4,IOPD5,IOPD6
20161128,task-rest_acq-p2_bold.json,239.8793487548828,0.0555561,37111,231.529,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7692,-7505,275,-100,-97,-33,98,0.985878,-0.167457,0.00171723,0.159148,0.94005,0.301624
20161128,task-rest_acq-p2_rec-moco_bold.json,239.18150329589844,0.0555561,37111,231.529,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7692,-7505,275,-100,-97,-33,98,0.985878,-0.167457,0.00171723,0.159148,0.94005,0.301624
20161128,task-rest_acq-p2Xs4X35mm_bold.json,230.10391235351562,0.0770018,37438,231.529,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4144,-7692,-7505,273,-100,-96,-31,96,0.985878,-0.167457,0.00171723,0.159148,0.94005,0.301624
20161205,task-rest_acq-p2_bold.json,245.2085723876953,0.0475613,37386,230.405,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4149,-7677,-7510,258,9,-242,-24,30,0.971245,0.23725,0.0198837,-0.232279,0.925939,0.297799
20161205,task-rest_acq-p2_rec-moco_bold.json,243.49850463867188,0.0475613,37386,230.405,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4149,-7677,-7510,258,9,-242,-24,30,0.971245,0.23725,0.0198837,-0.232279,0.925939,0.297799
20161205,task-rest_acq-p2Xs4X35mm_bold.json,226.0288543701172,0.0659208,37712,230.405,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4149,-7677,-7510,257,6,-249,-25,29,0.971245,0.23725,0.0198837,-0.232279,0.925939,0.297799
20161212,task-rest_acq-p2_bold.json,205.03955078125,0.047769,38183,235.985,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7666,-7514,287,-25,-260,-53,97,0.998778,0.0105139,-0.0482925,0.00331214,0.960676,0.277653
20161212,task-rest_acq-p2_rec-moco_bold.json,207.30917358398438,0.047769,38183,235.985,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7666,-7514,287,-25,-260,-53,97,0.998778,0.0105139,-0.0482925,0.00331214,0.960676,0.277653
20161212,task-rest_acq-p2Xs4X35mm_bold.json,228.84523010253906,0.0662087,38509,235.985,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4146,-7667,-7514,289,-24,-256,-50,96,0.998778,0.0105139,-0.0482925,0.00331214,0.960676,0.277653
20161219,task-rest_acq-p2_bold.json,223.93052673339844,0.0556994,35511,233.132,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4149,-7683,-7510,297,-99,-119,-42,98,0.986042,-0.166495,0.000147503,0.158821,0.940861,0.29926
20161219,task-rest_acq-p2_rec-moco_bold.json,222.8848419189453,0.0556994,35511,233.132,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4149,-7683,-7510,297,-99,-119,-42,98,0.986042,-0.166495,0.000147503,0.158821,0.940861,0.29926
20161219,task-rest_acq-p2Xs4X35mm_bold.json,207.193359375,0.0772004,35838,233.132,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4148,-7684,-7509,291,-96,-122,-42,96,0.986042,-0.166495,0.000147503,0.158821,0.940861,0.29926
20170103,task-rest_acq-p2_bold.json,180.165283203125,0.0556242,40448,254.996,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7666,-7499,290,-12,243,-156,102,0.979289,-0.202465,0.000288458,0.192484,0.93145,0.308788
20170103,task-rest_acq-p2_rec-moco_bold.json,182.0361328125,0.0556242,40448,254.996,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7666,-7499,290,-12,243,-156,102,0.979289,-0.202465,0.000288458,0.192484,0.93145,0.308788
20170103,task-rest_acq-p2Xs4X35mm_bold.json,172.50271606445312,0.0770961,40775,254.996,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4144,-7666,-7498,291,-7,254,-150,100,0.979289,-0.202465,0.000288458,0.192484,0.93145,0.308788
20170109,task-rest_acq-p2_bold.json,246.49249267578125,0.0557234,37659,220.502,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4153,-7686,-7511,270,-35,-103,-53,23,0.976428,0.215207,0.0165686,-0.209863,0.928625,0.305964
20170109,task-rest_acq-p2_rec-moco_bold.json,251.60205078125,0.0557234,37659,220.502,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4153,-7686,-7511,270,-35,-103,-53,23,0.976428,0.215207,0.0165686,-0.209863,0.928625,0.305964
20170109,task-rest_acq-p2Xs4X35mm_bold.json,223.14309692382812,0.0772337,37985,220.502,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4153,-7686,-7510,263,-34,-106,-52,23,0.976428,0.215207,0.0165686,-0.209863,0.928625,0.305964
20170117,task-rest_acq-p2_bold.json,237.61859130859375,0.0558074,33129,232.744,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7681,-7505,278,-103,-87,0,77,0.975473,-0.22012,-0.000566052,0.210548,0.932299,0.29409
20170117,task-rest_acq-p2_rec-moco_bold.json,236.93051147460938,0.0558074,33129,232.744,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4144,-7681,-7505,278,-103,-87,0,77,0.975473,-0.22012,-0.000566052,0.210548,0.932299,0.29409
20170117,task-rest_acq-p2Xs4X35mm_bold.json,243.7865447998047,0.0773501,33456,232.744,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4143,-7682,-7505,276,-103,-86,1,77,0.975473,-0.22012,-0.000566052,0.210548,0.932299,0.29409
20170123,task-rest_acq-p2_bold.json,190.64678955078125,0.0557465,32340,230.8,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7689,-7499,250,-121,-209,-55,105,0.976117,-0.217242,-0.000866168,0.207124,0.929438,0.305359
20170123,task-rest_acq-p2_rec-moco_bold.json,192.39308166503906,0.0557465,32340,230.8,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4146,-7689,-7499,250,-121,-209,-55,105,0.976117,-0.217242,-0.000866168,0.207124,0.929438,0.305359
20170123,task-rest_acq-p2Xs4X35mm_bold.json,199.64642333984375,0.0772657,32667,230.8,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,0.525,4146,-7690,-7499,255,-117,-215,-53,103,0.976117,-0.217242,-0.000866168,0.207124,0.929438,0.305359
20170130,task-rest_acq-p2_bold.json,257.484130859375,0.0556827,32956,239.284,syngo_MR_E11,v1.0.20171215 (OpenJPEG build) GCC6.3.0,2,4153,-7654,-7512,233,-81,-69,-21,90,0.992399,-0.123063,0.000294148,0.117107,0.945097,0.305087
